id,Source title,Source type,Print ISSN,Electronic ISSN,ASJC field IDs,Year,Citing source,P,IPP,IPP (lower bound),IPP (upper bound),SNIP,SNIP (lower bound),SNIP (upper bound),% self cit,APC_USD_denominated_x,Subjects_x,APC_USD_denominated_y,Subjects_y,APC_USD_denominated,Subjects
6343,Acta Orthopaedica et Traumatologica Turcica,Journal,1017-995X,2589-1294,2732; 2746,2021,1,267,1.66292134831461,1.40823970037453,1.93632958801498,1.04559233699356,0.862158210273003,1.24662352913661,0.0337837837837838,470.4,Medicine: Surgery: Orthopedic surgery,,,470.4,Medicine: Surgery: Orthopedic surgery
6373,Acta Ortopedica Brasileira,Journal,1413-7852,-,2732; 2742; 3612,2021,1,211,0.848341232227488,0.706161137440758,1.00473933649289,0.579346365291165,0.461896970031108,0.699829503925314,0.0391061452513966,600,Medicine: Surgery: Orthopedic surgery,,,600.0,Medicine: Surgery: Orthopedic surgery
6523,Acta Palaeontologica Polonica,Journal,0567-7920,1732-2421,1911,2021,1,158,2.17088607594937,1.86075949367089,2.49367088607595,0.877143750004123,0.731353387942982,1.01707999319924,0.0466472303206997,21.56,Geography. Anthropology. Recreation: Anthropology: Physical anthropology. Somatology: Human evolution: Fossil man. Human paleontology | Science: Geology: Paleontology,21.56,Geography. Anthropology. Recreation: Anthropology: Physical anthropology. Somatology: Human evolution: Fossil man. Human paleontology | Science: Geology: Paleontology,21.56,Geography. Anthropology. Recreation: Anthropology: Physical anthropology. Somatology: Human evolution: Fossil man. Human paleontology | Science: Geology: Paleontology
6654,Acta Pharmaceutica,Journal,1330-0075,1846-9558,3003; 3004,2021,1,109,2.77064220183486,2.1743119266055,3.37614678899083,0.897975192567025,0.680236104192104,1.10581326798177,0.0165562913907285,,,882.0,Social Sciences: Industries. Land use. Labor: Special industries and trades: Pharmaceutical industry,882.0,Social Sciences: Industries. Land use. Labor: Special industries and trades: Pharmaceutical industry
7194,Acta Psychologica,Journal,0001-6918,1873-6297,1201; 3204; 3205,2021,1,503,1.93439363817097,1.74353876739563,2.12922465208748,0.951724698467602,0.847905891951571,1.06071163885928,0.040082219938335,1500,Philosophy. Psychology. Religion: Psychology,1500,Philosophy. Psychology. Religion: Psychology,1500.0,Philosophy. Psychology. Religion: Psychology
7442,Acta Societatis Botanicorum Poloniae,Journal,0001-6977,2083-9480,1110,2021,1,94,1.35106382978723,1.0,1.77659574468085,0.691932889188195,0.496556131970316,0.901917047962928,0.0551181102362205,509.59999999999997,Science: Botany,509.59999999999997,Science: Botany,509.59999999999997,Science: Botany
7526,Acta Technologica Agriculturae,Journal,1335-2555,1338-5267,1102; 2210; 2311,2021,1,88,1.25,0.943181818181818,1.57954545454545,0.729306601700579,0.533375731759086,0.944144406536803,0.318181818181818,,,196.0,Agriculture: Agriculture (General),196.0,Agriculture: Agriculture (General)
7740,Acta Veterinaria,Journal,0567-8315,1820-7448,3400,2021,1,110,1.02727272727273,0.709090909090909,1.43636363636364,0.722270370024668,0.474835210333264,0.990015643131307,0.106194690265487,,,117.6,Agriculture: Animal culture: Veterinary medicine,117.6,Agriculture: Animal culture: Veterinary medicine
7829,Acta Veterinaria Scandinavica,Journal,0044-605X,1751-0147,3400,2021,1,204,2.34803921568627,1.98039215686275,2.75490196078431,1.17528578010299,0.940585610307546,1.44657948347001,0.0125260960334029,,,1539.3999999999999,Agriculture: Animal culture: Veterinary medicine,1539.3999999999999,Agriculture: Animal culture: Veterinary medicine
7943,Actas Dermo-Sifiliograficas,Journal,0001-7310,1578-2190,2708; 2722; 2734,2021,1,617,0.73419773095624,0.623987034035656,0.849270664505673,0.555561698113054,0.454798410857201,0.676360092538066,0.11037527593819,1862.0,Medicine: Dermatology | Medicine: Internal medicine,1862.0,Medicine: Dermatology | Medicine: Internal medicine,1862.0,Medicine: Dermatology | Medicine: Internal medicine
8078,Active and Passive Electronic Components,Journal,0882-7516,1563-5031,2208; 2504,2021,1,26,0.769230769230769,0.230769230769231,1.5,0.545161106941349,0.125301417074219,1.10656901403019,0.0,900,Technology: Electrical engineering. Electronics. Nuclear engineering,900,Technology: Electrical engineering. Electronics. Nuclear engineering,900.0,Technology: Electrical engineering. Electronics. Nuclear engineering
8643,Addiction science & clinical practice,Journal,1940-0632,1940-0640,2738; 3203,2021,1,68,3.54411764705882,2.57352941176471,4.67647058823529,1.57266928220741,1.06692460617523,2.1602603358409,0.0912863070539419,1539.3999999999999,Medicine: Medicine (General) | Social Sciences: Social pathology. Social and public welfare. Criminology,1539.3999999999999,Medicine: Medicine (General) | Social Sciences: Social pathology. Social and public welfare. Criminology,1539.3999999999999,Medicine: Medicine (General) | Social Sciences: Social pathology. Social and public welfare. Criminology
8672,Addictive Behaviors Reports,Journal,-,2352-8532,2738,2021,1,210,3.82857142857143,3.11428571428571,4.62857142857143,1.26051156082388,1.0193328977981,1.55180946530555,0.00621890547263682,,,2470,Philosophy. Psychology. Religion: Psychology | Social Sciences: Social pathology. Social and public welfare. Criminology,2470.0,Philosophy. Psychology. Religion: Psychology | Social Sciences: Social pathology. Social and public welfare. Criminology
8807,Adipocyte,Journal,2162-3945,2162-397X,1307; 2722,2021,1,121,2.9504132231405,2.4297520661157,3.52892561983471,0.762643665984294,0.611203810994866,0.922571366755031,0.030812324929972,1702.8,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the endocrine glands. Clinical endocrinology | Science: Biology (General): Cytology | Science: Physiology,1702.8,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the endocrine glands. Clinical endocrinology | Science: Biology (General): Cytology | Science: Physiology,1702.8,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the endocrine glands. Clinical endocrinology | Science: Biology (General): Cytology | Science: Physiology
9103,Adsorption Science and Technology,Journal,0263-6174,2048-4038,1500; 1600; 3110,2021,1,179,4.66480446927374,3.88826815642458,5.60893854748603,1.27759130787328,1.05361947451314,1.54357887010689,0.0143712574850299,1350,Science: Chemistry: Physical and theoretical chemistry,1350,Science: Chemistry: Physical and theoretical chemistry,1350.0,Science: Chemistry: Physical and theoretical chemistry
9177,Advanced Biomedical Engineering,Journal,-,2187-5219,1305; 1706; 1707; 2204; 2502,2021,1,67,0.925373134328358,0.582089552238806,1.37313432835821,0.676591792374517,0.425534008147448,0.97810044014658,0.0967741935483871,,,300,Medicine: Medicine (General): Medical technology | Science: Biology (General),300.0,Medicine: Medicine (General): Medical technology | Science: Biology (General)
9235,Advanced Composites Letters,Journal,0963-6935,2633-366X,2209; 2503,2021,0,137,1.29197080291971,0.963503649635037,1.66423357664234,0.629489281481502,0.417793087881091,0.884972638764868,0.0,1200,Technology: Electrical engineering. Electronics. Nuclear engineering: Materials of engineering and construction. Mechanics of materials,1200,Technology: Electrical engineering. Electronics. Nuclear engineering: Materials of engineering and construction. Mechanics of materials,1200.0,Technology: Electrical engineering. Electronics. Nuclear engineering: Materials of engineering and construction. Mechanics of materials
9418,Advanced Manufacturing: Polymer and Composites Science,Journal,-,2055-0359,1405; 2208; 2507,2021,1,48,1.83333333333333,1.39583333333333,2.33333333333333,0.821560555616053,0.575171762096211,1.13589868614456,0.0454545454545455,,,1030,Technology: Chemical technology: Polymers and polymer manufacture | Technology: Technology (General): Industrial engineering. Management engineering: Automation,1030.0,Technology: Chemical technology: Polymers and polymer manufacture | Technology: Technology (General): Industrial engineering. Management engineering: Automation
9504,Advanced Modeling and Simulation in Engineering Sciences,Journal,-,2213-7467,1706; 2201; 2604; 2611,2021,1,88,2.67045454545455,1.98863636363636,3.625,1.01713325089562,0.766106882615489,1.38070539736596,0.0468085106382979,,,851.4,Technology: Engineering (General). Civil engineering (General): Mechanics of engineering. Applied mechanics | Technology: Engineering (General). Civil engineering (General): Systems engineering,851.4,Technology: Engineering (General). Civil engineering (General): Mechanics of engineering. Applied mechanics | Technology: Engineering (General). Civil engineering (General): Systems engineering
9524,Advanced Nonlinear Studies,Journal,1536-1365,2169-0375,2600; 3109,2021,1,130,1.55384615384615,1.21538461538462,1.9,1.31613361566062,1.00822945966712,1.65692975052005,0.099009900990099,980.0,Science: Mathematics,980.0,Science: Mathematics,980.0,Science: Mathematics
9762,Advancements in Life Sciences,Journal,-,2310-5380,1300; 3400,2021,0,83,0.530120481927711,0.337349397590361,0.746987951807229,0.385587924801888,0.203597711148388,0.60282733054019,0.0,,,250,Agriculture: Animal culture: Veterinary medicine | Science: Biology (General),250.0,Agriculture: Animal culture: Veterinary medicine | Science: Biology (General)
10164,Advances in Astronomy,Journal,1687-7969,1687-7977,1912; 3103,2021,1,64,0.875,0.578125,1.21875,0.593254041605464,0.362715297014796,0.832066868873005,0.0714285714285714,1025,Science: Astronomy,1025,Science: Astronomy,1025.0,Science: Astronomy
10625,Advances in Civil Engineering,Journal,1687-8086,1687-8094,2205,2021,1,2506,1.99321628092578,1.87509976057462,2.11133280127694,0.796961655994072,0.745648007682851,0.846886871776803,0.124324324324324,2400,Technology: Engineering (General). Civil engineering (General),2400,Technology: Engineering (General). Civil engineering (General),2400.0,Technology: Engineering (General). Civil engineering (General)
10642,Advances in Climate Change Research,Journal,1674-9278,-,1902; 2306; 2308,2021,1,95,5.03157894736842,4.10526315789474,6.12631578947368,1.39730706870298,1.13208349554686,1.69913390590719,0.0606694560669456,800,Science: Physics: Meteorology. Climatology | Social Sciences: Social sciences (General),,,800.0,Science: Physics: Meteorology. Climatology | Social Sciences: Social sciences (General)
10662,Advances in Clinical and Experimental Medicine,Journal,1899-5276,2451-2680,1300; 2701; 2716; 2724; 2736; 2744,2021,1,622,1.89710610932476,1.65434083601286,2.15755627009646,0.703048897504822,0.61257666401289,0.797917710823595,0.00932203389830509,686.0,Medicine | Science: Microbiology,686.0,Medicine | Science: Microbiology,686.0,Medicine | Science: Microbiology
10812,Advances in Condensed Matter Physics,Journal,1687-8108,1687-8124,3104,2021,1,162,1.16666666666667,0.882716049382716,1.50617283950617,0.470506137361584,0.342578914387211,0.607986440754956,0.00529100529100529,1350,Science: Physics,1350,Science: Physics,1350.0,Science: Physics
10925,Advances in Difference Equations,Journal,1687-1839,1687-1847,2602; 2603; 2604,2021,1,1677,3.39713774597496,3.10912343470483,3.71079308288611,1.22675398579796,1.14437147596675,1.31385668842814,0.0968931016324381,911.6,Science: Mathematics,911.6,Science: Mathematics,911.6,Science: Mathematics
11097,Advances in Electrical and Computer Engineering,Journal,1582-7445,1844-7600,1700; 2208,2021,1,163,1.02453987730061,0.760736196319018,1.30061349693252,0.544940758361811,0.374887570786009,0.733490349487831,0.101796407185629,294.0,Technology: Electrical engineering. Electronics. Nuclear engineering: Electronics: Computer engineering. Computer hardware,294.0,Technology: Electrical engineering. Electronics. Nuclear engineering: Electronics: Computer engineering. Computer hardware,294.0,Technology: Electrical engineering. Electronics. Nuclear engineering: Electronics: Computer engineering. Computer hardware
11310,Advances in Fuzzy Systems,Journal,1687-7101,1687-711X,2207; 2605; 2606,2021,1,84,2.04761904761905,1.53571428571429,2.72619047619048,1.06422530162896,0.764146659500371,1.40456945891447,0.0290697674418605,900,Technology: Electrical engineering. Electronics. Nuclear engineering | Science: Mathematics: Instruments and machines: Electronic computers. Computer science: Computer software,900,Technology: Electrical engineering. Electronics. Nuclear engineering | Science: Mathematics: Instruments and machines: Electronic computers. Computer science: Computer software,900.0,Technology: Electrical engineering. Electronics. Nuclear engineering | Science: Mathematics: Instruments and machines: Electronic computers. Computer science: Computer software
11419,Advances in Geosciences,Journal,1680-7340,1680-7359,1901; 1912,2021,1,142,2.04929577464789,1.61971830985915,2.53521126760563,0.768939711641373,0.605373744905125,0.947767462596551,0.0687285223367698,274.4,Science: Geology: Dynamic and structural geology,274.4,Science: Geology: Dynamic and structural geology,274.4,Science: Geology: Dynamic and structural geology
11551,Advances in Hematology,Journal,1687-9104,1687-9112,2720,2021,1,50,1.7,1.22,2.24,0.945015530397513,0.657853309994664,1.29286670595409,0.0,775,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the blood and blood-forming organs,775,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the blood and blood-forming organs,775.0,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the blood and blood-forming organs
11582,Advances in High Energy Physics,Journal,1687-7357,1687-7365,3106,2021,1,350,1.47142857142857,1.20571428571429,1.76285714285714,0.622710808619263,0.496294296078914,0.753093587166511,0.0757281553398058,1350,Science: Physics,1350,Science: Physics,1350.0,Science: Physics
11650,Advances in Human-Computer Interaction,Journal,1687-5893,1687-5907,1709,2021,1,51,2.54901960784314,1.41176470588235,4.0,1.59463167697491,0.650588506311263,2.73455171488438,0.0,900,Science: Mathematics: Instruments and machines: Electronic computers. Computer science,900,Science: Mathematics: Instruments and machines: Electronic computers. Computer science,900.0,Science: Mathematics: Instruments and machines: Electronic computers. Computer science
11706,Advances in Industrial and Manufacturing Engineering,Journal,-,2666-9129,,2021,0,4,1.5,0.0,3.0,0.421856409358692,0.0,0.843712818717384,0.0,,,1750,Technology: Technology (General): Industrial engineering. Management engineering,1750.0,Technology: Technology (General): Industrial engineering. Management engineering
12019,Advances in Materials Science and Engineering,Journal,1687-8434,1687-8442,2200; 2500,2021,1,1624,2.01416256157635,1.86083743842365,2.17672413793103,0.778375912946301,0.720098347980058,0.841779232082786,0.0330174258636503,2300,Technology: Electrical engineering. Electronics. Nuclear engineering: Materials of engineering and construction. Mechanics of materials,2300,Technology: Electrical engineering. Electronics. Nuclear engineering: Materials of engineering and construction. Mechanics of materials,2300.0,Technology: Electrical engineering. Electronics. Nuclear engineering: Materials of engineering and construction. Mechanics of materials
12031,Advances in Mathematical Physics,Journal,1687-9120,1687-9139,2604; 3100,2021,1,353,1.19263456090652,0.980169971671388,1.43342776203966,0.560043321758558,0.467192560020643,0.667934155721959,0.0878859857482185,2100,Science: Physics,2100,Science: Physics,2100.0,Science: Physics
12081,Advances in Mechanical Engineering,Journal,1687-8132,1687-8140,2210,2021,1,1768,1.68834841628959,1.57013574660633,1.82183257918552,0.796986387837555,0.733751785378715,0.864542598399295,0.0348408710217755,2100,Technology: Mechanical engineering and machinery,2100,Technology: Mechanical engineering and machinery,2100.0,Technology: Mechanical engineering and machinery
12100,Advances in Medical Education and Practice,Journal,-,1179-7258,3304,2021,1,313,1.88178913738019,1.54313099041534,2.30990415335463,1.32769963159776,1.08659263640132,1.6242808716182,0.0543293718166384,,,2320,Education: Special aspects of education | Medicine: Medicine (General),2320.0,Education: Special aspects of education | Medicine: Medicine (General)
12188,Advances in Meteorology,Journal,1687-9309,1687-9317,1902; 1908; 2310,2021,1,361,2.21052631578947,1.95013850415512,2.4792243767313,0.72351347150973,0.624019587606081,0.827383344622255,0.0162907268170426,1700,Science: Physics: Meteorology. Climatology,1700,Science: Physics: Meteorology. Climatology,1700.0,Science: Physics: Meteorology. Climatology
12341,Advances in Multimedia,Journal,1687-5680,1687-5699,1700,2021,1,56,1.98214285714286,1.26785714285714,2.98214285714286,0.953212135285451,0.535574739399199,1.49316685736303,0.0,900,Science: Mathematics: Instruments and machines: Electronic computers. Computer science,900,Science: Mathematics: Instruments and machines: Electronic computers. Computer science,900.0,Science: Mathematics: Instruments and machines: Electronic computers. Computer science
12416,Advances in Nonlinear Analysis,Journal,2191-9496,2191-950X,2603,2021,1,205,3.99512195121951,3.09268292682927,5.1609756097561,2.56333615992205,2.03848287584149,3.23669662742312,0.0793650793650794,1176.0,Science: Mathematics: Analysis,1176.0,Science: Mathematics: Analysis,1176.0,Science: Mathematics: Analysis
12490,Advances in Operations Research,Journal,1687-9147,1687-9155,1803,2021,1,28,2.39285714285714,1.46428571428571,3.5,1.33375213141847,0.689112287371326,2.1202213124645,0.0,1025,Technology: Manufactures: Production management. Operations management,1025,Technology: Manufactures: Production management. Operations management,1025.0,Technology: Manufactures: Production management. Operations management
12569,Advances in Orthopedics,Journal,2090-3464,2090-3472,2732,2021,1,88,1.95454545454545,1.5,2.44318181818182,1.13593329145603,0.832606427486786,1.47600746323151,0.0,900,Medicine: Surgery: Orthopedic surgery,900,Medicine: Surgery: Orthopedic surgery,900.0,Medicine: Surgery: Orthopedic surgery
12643,Advances in Pharmacological and Pharmaceutical Sciences,Journal,2633-4682,2633-4690,1303; 1605; 2736; 3000,2021,0,26,1.69230769230769,0.730769230769231,3.15384615384615,0.715488342154352,0.335676934727504,1.15513231350371,0.0,,,900,Medicine: Therapeutics. Pharmacology,900.0,Medicine: Therapeutics. Pharmacology
12655,Advances in Pharmacological Sciences,Journal,1687-6334,1687-6342,1313; 2736; 3000,2021,0,46,6.26086956521739,4.06521739130435,8.78260869565217,2.84884345891355,1.83820278339586,3.93944097760022,0.0,900,Medicine: Therapeutics. Pharmacology,900,Medicine: Therapeutics. Pharmacology,900.0,Medicine: Therapeutics. Pharmacology
12728,Advances in Physics: X,Journal,-,2374-6149,3100,2021,1,97,8.27835051546392,6.10309278350515,10.979381443299,2.41387992039148,1.77234279309504,3.15921237561864,0.0049813200498132,,,1328.7,Science: Physics,1328.7,Science: Physics
12796,Advances in Polymer Technology,Journal,0730-6679,1098-2329,1500; 1605; 2507,2021,1,573,2.54799301919721,2.30191972076789,2.80453752181501,0.759609968571526,0.671250060662963,0.849058071400243,0.00479452054794521,1950,Technology: Chemical technology: Polymers and polymer manufacture,1950,Technology: Chemical technology: Polymers and polymer manufacture,1950.0,Technology: Chemical technology: Polymers and polymer manufacture
12899,Advances in Public Health,Journal,2356-6868,2314-7784,,2021,0,37,1.67567567567568,0.972972972972973,2.43243243243243,0.736871958150376,0.435286530250212,1.04312643381162,0.0,900,Medicine: Public aspects of medicine,900,Medicine: Public aspects of medicine,900.0,Medicine: Public aspects of medicine
12969,Advances in Radio Science,Journal,1684-9965,1684-9973,2208,2021,1,65,1.38461538461538,0.446153846153846,3.16923076923077,1.00827136504771,0.284684399837944,2.30249693414853,0.0111111111111111,205.79999999999998,Technology: Engineering (General). Civil engineering (General),205.79999999999998,Technology: Engineering (General). Civil engineering (General),205.79999999999998,Technology: Engineering (General). Civil engineering (General)
13055,Advances in Science and Research,Journal,1992-0628,1992-0636,,2021,0,26,1.65384615384615,0.653846153846154,3.42307692307692,0.55749453877323,0.172910474784886,1.3384982544763,0.0,230.29999999999998,Science: Physics: Meteorology. Climatology,230.29999999999998,Science: Physics: Meteorology. Climatology,230.29999999999998,Science: Physics: Meteorology. Climatology
13471,Advances in Tribology,Journal,1687-5915,1687-5923,2210; 2508,2021,1,29,2.24137931034483,1.3448275862069,3.24137931034483,1.30126332938297,0.735473833122759,1.98524908009553,0.0,900,Technology: Mechanical engineering and machinery,900,Technology: Mechanical engineering and machinery,900.0,Technology: Mechanical engineering and machinery
13483,Advances in Urology,Journal,1687-6369,1687-6377,2729; 2748,2021,1,47,3.02127659574468,1.17021276595745,5.80851063829787,1.85972762249796,0.571067570749885,4.00983818457714,0.0,900,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the genitourinary system. Urology,900,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the genitourinary system. Urology,900.0,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the genitourinary system. Urology
13504,Advances in Virology,Journal,1687-8639,1687-8647,2406; 2725,2021,1,24,2.375,1.5,3.375,0.845011767135267,0.407703150144449,1.36499060486956,0.0,900,Science: Microbiology,900,Science: Microbiology,900.0,Science: Microbiology
13639,AEJ - Alexandria Engineering Journal,Journal,1110-0168,-,2200,2021,1,986,6.00608519269777,5.45233265720081,6.64401622718053,2.10218156881983,1.90944188530253,2.32129657175218,0.0437352245862884,860,Technology: Engineering (General). Civil engineering (General),,,860.0,Technology: Engineering (General). Civil engineering (General)
13682,AERA Open,Journal,-,2332-8584,,2021,0,4,4.25,1.75,6.0,2.24799299802461,0.759395183888721,4.00172201650536,0.0,,,700,Education,700.0,Education
13741,Aerosol and Air Quality Research,Journal,1680-8584,2071-1409,2304; 2310,2021,1,723,4.05255878284924,3.5643153526971,4.61825726141079,1.05512132579693,0.944847775084295,1.17334096822764,0.128327645051195,300,Science,300,Science,300.0,Science
14456,African Invertebrates,Journal,1681-5556,-,1103; 1105; 1109; 1911,2021,1,33,0.545454545454545,0.363636363636364,0.757575757575758,0.511171751521539,0.233088529099636,0.876379402768817,0.222222222222222,367.5,"Science: Biology (General): Ecology | Science: Natural history (General): General. Including nature conservation, geographical distribution",,,367.5,"Science: Biology (General): Ecology | Science: Natural history (General): General. Including nature conservation, geographical distribution"
14622,"African Journal of Food, Agriculture, Nutrition and Development",Journal,1684-5358,1684-5374,1101; 1106; 3303,2021,1,232,0.732758620689655,0.59051724137931,0.883620689655172,0.4707407075282,0.35475654598989,0.590927644821131,0.0882352941176471,750,Agriculture: Agriculture (General),750,Agriculture: Agriculture (General),750.0,Agriculture: Agriculture (General)
14761,African Journal of Paediatric Surgery,Journal,0189-6725,0974-5998,2735; 2746,2021,1,72,0.291666666666667,0.166666666666667,0.430555555555556,0.361298423775822,0.112616359901923,0.704357838954927,0.0476190476190476,150,Medicine: Pediatrics | Medicine: Surgery,150,Medicine: Pediatrics | Medicine: Surgery,150.0,Medicine: Pediatrics | Medicine: Surgery
15415,Aging and Disease,Journal,-,2152-5250,1307; 2717; 2728; 2734,2021,1,331,8.6797583081571,6.97583081570997,11.1510574018127,1.98502938142121,1.64421992551604,2.42594787880518,0.0386355725722242,,,2000,Medicine: Internal medicine: Special situations and conditions: Geriatrics,2000.0,Medicine: Internal medicine: Special situations and conditions: Geriatrics
